id,Description,Sentiment,
304,"Love the phone, brand new conditions, I didn�t see any problems. Great battery life. Like I can be on 1% and still use my phone no problems. Came quickly. I bought the unlocked version and I have T-Mobile. I�ve had the phone for about a month no issues. T-Mobile was able to easily connect it with my old number. My only issue is that my google accounts keep asking me for my password. Not sure if that�s a phone issue or a gmail issue.",Positive,
305,Phone did not work and started glitching immediately then froze. Was a bday present for my daughter. Thankfully Amazon let us return for full refund. Buyer beware!,Negative,
306,I�m IN LOVE with this phone and the fact that it�s like brand new and unlocked just made it better for me. Seriously it was like buying a brand spanking new iPhone for a much lower price. The camera quality is why I wanted this phone to begin with but everything else just makes the phone so great. I�m very happy!,Positive,
307,"The top right side of the screen is extremely scratched. It is apparent that even though the screen is very scratched, the screen has been replaced. The phone is giving an error message saying that it can not support the display screen. Phone is extremely slow and won't let me sign into my icloud account. Very disappointed in the purchase.",Negative,
308,"96% battery. no scratches on the screen, side or back. Face ID works well and camera is perfect. The phone came in 4 days but was supposed to be 2 day shipping but you know fedex. It also came with a charger and charger box.",Positive,
309,"Shipped quickly, arrived in great condition with a screen protector already installed. Everything transferred from old phone and and all features work correctly. Battery life is 100% , this is the 2nd one I�ve ordered and both are still working perfectly!",Positive,
310,Pice of junk I want my money back for this pice of junk iPhone,Negative,
311,"I bought this and used it for about two years and recently gifted it to my daughter. It doesn�t act used, even after I used it. Battery life stays long as long as you don�t use with while charging but that�s any phone.",Positive,
312,"Perfect product! I was a little worried when first buying this product due to it being refurbished but it works great just like brand new! Not one scratch or mark and if your has one on it, it possibly could have came from the delivery truck or processor rather than the manufacturer. I�m very pleased with this purchase and I would recommend this product to anyone who does not want to spend 1,000 just on a phone.",Positive,
313,Muchas gracias me gust� la c�mara est� de exelente,Positive,
314,The phone came in defected when the volume adjust itself. I put the volume up for incoming calls and it does whatever it wants sometimes it rings high other times it rings really low and other times it rings ones then turns silent. I�m so angry cuz it was used and payed full price and it doesn�t even work correctly.,Negative,
315,"I bought this phone less than a year ago and it mysteriously stopped working for no reason! Even the Verizon guy was perplexed. If you just want a phone for a short time, go for it, otherwise look elsewhere.",Negative,
316,"So I was very skeptic , I never had bought a phone from amazon, but seriously loved it, I got the phone in a usps box with charger, but the phone is like new, so far it�s been 5 days and the phone is just working fine, so happy for the purchase looking forward on getting pro for my sister from them next month",Positive,
317,"First of all, it is false advertisement! I received my phone today and the phone is not unlocked! The seller needs to stop playing w/ people's money and lying because we don't have it like that to be going back and forth with this. I advise you to just get a new one.",Negative,
318,First off the Amazon driver dropped my package from his chest on my front door and left my ring door bell caught it all. My charger plug and cord damged and dirty. My glass screen protector cracked. My phone charged all night and died 5 minutes later. Waste of money.,Negative,
319,Daughter love it,Positive,
320,"My biggest disappointment was the battery life. It came at 86% and by the time I downloaded the IOS 15 update it went down to 81%  Was hard for the phone to keep charge after that. Cosmeticaly the phone didnt't have scratches or dents but it could have been cleaner, such as the ear piece and speakers. I tired to clean it but wasn't so successful. Thought the seller I choose would have been a better purchase for me as they had so much 5 stars...guess not",Neutral,
321,"My boyfriend just bought me this phone as a late anniversary gift since he knew I had been wanting one, it came unlocked as it was stated. I wish it didn�t have little bits of scratches in the corners shown in the pictures but once I put a case on it won�t matter. I also would of liked the battery life to be 100% but again, I�m just glad it looks as good as it does and I appreciate that it even already had a screen protector on it. And it came super fast! Thanks so much (:",Positive,
322,Amazing find for a present! The person loved their gift and got it for a great price. Easy to transfer info onto new phone and everything runs smoothly! Thanks,Positive,
323,"Oh well.
The phone works great. no problems. would have preferred to get brand new.... Pd $700... if I'd only known then What I know now... July 9 - Sept. 9..... 2 months and I could've gotten brand new from my cellular provider for $590",Positive,
324,I have not had any problems whatsoever. There was not a single mark in this phone it looked brand new. So far it�s working fine,Positive,
325,"I was kind of skeptical at first to buy it, I know amazon it�s quality, but read some experiences that went wrong and I was scared it was going to be the same for me, but I took the chance and I have 0 regrets. I got the phone in nearly mint condition, I cannot see any scratches, the battery is at 100% and the face ID works just fine. Have been with my new phone for 2 weeks and everything works perfect. I love it and I loved the price and it came with a screen protector installed and all. 100% worth my money, helping the planet and saving some money.",Positive,
326,"This phone is not fully unlocked as advertised, and it�s nothing but garbage. You only could use it with GSM carriers, and you won�t have no access to voicemail. I received the phone in crappy condition, and it was broken in pieces. Seller won�t exchange it for me at all.",Negative,
327,"The product arrived a day early. Nice. The phone was in excellent condition, no scratches on phone nor screen. Fully charged, I went to ATT and got a SIM card, took minutes and free. Since I lost my phone and did not backup, my fault, I had to download apps and do my own email stuff. The phone is nice with works well. Very happy, only had it one day, but we are off to a great start!",Positive,
328,I have to be up front and say I wasn�t sure about this at first. It was a lot of money to pay. Considering it�s my first iPhone coming from android. I got the iPhone 11 fully unlocked in black and it was super easy to get activated. A fast charger came with it no headphones but I use truly wireless earbuds so I�m good. My final verdict is buy the phone it will be a great investment. My experience has been so great my woman wanted one so we�re currently waiting for it to come in the mail.,Positive,
329,It was exactly as described. Should have paid attention to the memory amount but that was my own fault. Love the red. And the camera is outstanding,Positive,
330,The only the thing I didn�t like is the charger it came with I�m going to be honest that charger I could have gone without it it takes so long to charge the phone but otherwise everything was smooth,Positive,
331,"The phone works great, it came fast, and works like it's brand new. There was a few scratches but that's expected with a refurbished device. The battery life was at 88%",Positive,
332,after I started using in 2 weeks later the phone stop responding to touch and phone goes black while on the phone and will not respond .apple support will not fix the problem they told me the phone is out of warranty,Negative,
333,"When I updated my phone yesterday, I got the above message. Don't know how to fix it, don't have any idea what it means other that my phone may not be an Apple phone. What to do now?",Negative,
334,I was so worried about buying a phone from here (iPhone 11) . It�s for my sons birthday and I haven�t given it to him yet so I�m not sure how it�s operating but it looks nearly brand new and it�s charging to 100%. I�ll update if there�s any problems but I have a feeling all will be fine.,Positive,
335,"I usually buy all my phones from this seller.
But this one came with a defective microphone.
However appearance and functionality was good as new.",Neutral,
336,"I purchased this phone as a xmas gift for my granddaughter. Looked great, worked etc. This week without being dropped, wet, or anything suddenly the battery literally swelled which caused the face of the phone to fall off. Per phone store will cost over $200 to replace. Not happy with this. Attempting to contact seller.",Negative,
337,It�s nice and I definitely understand it was used but you literally could have said the microphone is some how clogged up and people barely hear me and it didn�t even come with headphones I might return it I don�t know but hey I phone 11 woo hoo..,Negative,
338,The device came in an original box and was in great (like-new) condition. No scrathches at all. The charger is off-brand and charges a bit slow. Get yourself an OEM charger or something more powerful if you don't have one already.,Positive,
339,The regular iPhone 11 is small for me. Therefore I returned it. I am a former Android owner so using a iPhone is way different. Went back to ads and Android.,Neutral,
340,"My son has had this phone for several days now and hasn't had to charge it yet, and he's so incredibly happy with it's photography capabilities compared to his previous iPhone",Positive,
341,"Excelente, esta como nuevo sin detalles, una de mis mejores compras en Amazon.",Positive,
342,"Ordered this phone on a Saturday, received it the following Saturday. Battery life at 100% and it was almost fully charged. One tiny scuff on the top edge but only noticeable because I was looking for them. No cracks. Honestly was sooo nervous about ordering it but after a couple days, I just did it. I�m so relieved it was worth it! I�m writing this review from it! I�m sorry for the others it didn�t work out for but it gets my 100% approval.",Positive,
343,I had the iphone 7 that started to show signs of failure. I wanted a bigger screen and an upgraded camera but didn't want to pay the $1000 plus dollars for it. I found this phone and pulled the trigger. I'm always worried about possible issues when spending this kind of money. I'm happy to say the phone is working great after 4 months. The camera is fantastic and shots with low light is no longer a problem. I use the phone with strava so it gets good use while I'm cycling. I'll buy another iphone from this seller when the time comes.,Positive,
344,It has some issue with volume and when I put the speaker mode in a call the sound quality is bad . It shows signs that it was opened and screwed back in at the bottom of the phone where the speakers are. I ended up buying headphones to be able to use it. I put volume on maximum to have a disent sound. I understand that it is a renewed model but for the price i paid i was expecting a much better quality . Battery life is very good,Neutral,
345,I've tried the other resellers and been disappointed. Totally happy with my experience and would use them again for sure. Now if I can just get my young adult children to stop destroying their phones!,Positive,
346,Do not waste your money on this phone. It says internationally unlocked but it's crap. It is not reliable. One minute it works the next minute no service. The phone came with the screen chipped around the edge and it has been downstream since. The sellers are terrible.,Negative,
347,I bought this back in October because my old iPhone wasn�t working properly. The phone came in within 2 days of purchase. In perfect condition and never had a single issue. Definitely worth it and cheaper than buying at any store!,Positive,
348,"Phone was advertised as a renewed i-Phone 11, T-Mobile. It is in great condition, but was locked and not compatible with T-Mobile. Very disappointed in the false advertising.",Negative,
349,"Purchased this for my 20yr old daughter. So far she�s pretty pleased. I think I purchased her iPhone 8 from this company, and if so they deserve the 5 star�s that was given.",Positive,
350,The Phone came quickly was able to set it up by myself with little issue ( very proud of that ) . No scratches looked brand-new excellent condition. A little bummed battery was only at 92% but other then that its been great for the past 2 weeks I've had it,Positive,
351,"Really good, had some problems with set up but I think that�s an Apple problem not phone problem. It�s worked great for the last couple weeks! Really love it",Positive,
352,"I bought this phone for my daughter 17 years old, she is happy with it . The phone looks good working fine without any problems.",Positive,
353,I was very hesitant due to �it�s too good to be true� old saying. But honestly it works like new with a minor set back. Siri doesn�t respond to voice so me saying � HEY SIRI� doesn�t do much. Weirdly enough it does activate randomly to loud coughs. Which is strange but this is an on off deal. I really enjoy it. Besides the Siri dearer there�s a chip of paint near the bottom lens that would frustrate someone with OCD. Overall good buy. I lucked out.,Positive,
354,Arrived quickly and packaged perfectly. The receivers couldn't have been more pleased. Great quality. I'm very happy with the purchase.,Positive,
355,Phone works better than expected the facia recognition the fingerprint reader and battery life is better than my iPhone XOR,Positive,
356,"Pro�s about the purchase: Phone arrived a day earlier than expected and was in excellent condition and even had a screen protector on the screen so that was a plus

Cons about the purchase: The phone had a bad SIM card reader in it and would not read my SIM card even after taking to AT&T for a new Sim so I had to take it to a repair shop and pay an additional $80 for a repair in order for my SIM card to work",Neutral,
357,"I�ve had this phone for a few days, and everything seems to work great! The battery life came at 86% But I can go with the whole day without charging it! At the end of the day the battery is usually at 45-50%. There isn�t even any scratches or marks that I can notice. This package was delivered on time and it even came with a charger and a cube (not apple products but still work just the same). So glad I was able to save some money!!",Positive,
358,"Well I wasn't going to write a review but hopefully it'll help someone in the future...I bought this phone for my son and took it to our carrier who informed me that this phone wasn't unlocked and had 2 MEI numbers we even called Apple who then informed us that the phone would only work overseas. I returned it without a problem and received a full refund, which I'm very thankful for because this phone wasn't cheap and it kept powering on and off by itself which was unusual.",Negative,
359,Love this phone.,Positive,
360,"Had to contact Apple support because it apparently had multiple Apple IDs on the same device before, so set up was a bit lame, but once i got in, it was smooth as hell. Still can�t believe I got it at such good price. And it even came with a screen protector!",Positive,
361,"Overall i would be inclined to give this item a higher rating as the phone itself was in great condition, however upon arrival the phones microphone did not work at all...a message was sent to seller with no response at all, only an approval for a refund...item was returned immediately and waiting on refund...I would have just asked for an exchange (less hassle) however due to sellers silence I will just get a refund and shop somewhere else I guess...",Negative,
362,"We got the phones early in excellent condition,we love everything about them so far no scratches nothing,phone's basically brand new.. two iphone 11 was purchased one for me n my sister ,would Definetly recommend any one to purchase from this seller..absolutely in love with our phones..No problems so far n the phone works well...TY so much.",Positive,
363,My son says that the battery life is great it last for the whole day. It came in great condition just a little minor catching on the phone but the rest is good.,Positive,
364,I�ve had my phone for about a week now. No scratches anywhere on the iPhone and it�s internally sound. I�ve had no problems whatsoever.,Positive,
365,"A good product for value. I found other phones that were $30-$60 cheaper, and this phone did come with some slight cosmetic problems on the body. But overall I chose to go with this product due to 1)it coming with accessories, 2) it had the option of getting a protection warranty, and 3) it being an Amazon trusted item with the ability to return.

Battery life is at 91% capacity which is good.",Positive,
366,Has few glitches. My iPhone screen zooms in by itself all the time. I put a screen protected and case on it from the day I bought it. It fell from my lap on to the floor and stopped working of 12 hours. Then it just magically started working again.,Negative,
367,Even if the phone was �renewed� I didn�t encounter any issues or problems.,Positive,
368,AT&T turned off my service because phone reported stolen. Now wife had to go back to her old phone. I have to go to buy new phone now. Can�t believe Amazon sell stolen property.,Negative,
369,Can with chips all along the sides and battery at 84% (worse than my previous iPhone 7 that I owned for 3 years) and wireless charging works fine but when I plug it in it charges extremely slow. Going to return and replace,Negative,
370,Received a day before I expected it and exactly as advertised! Very happy with my experience.,Positive,
371,The phone works great but I�m disappointed by the scratches the backside has some scratches but the scratch in the frontside at the bottom left is noticeable I wish they would show a picture of the phone to sell and not get surprised when it comes in,Neutral,
372,Purchased this as a gift for my younger sibling. Works great but does come in an unorthodox box and the charger did not work well. Still an Apple product and worked fine with any carrier. I would definitely take it to a carrier to be activated.,Positive,
373,"This phone was not having a great battery life as expected or reviewed others, maybe renewed compromise. Display was not that great, had some wear and tear. But features of Iphone 11 are all functional. Had to return but its almost more than 2 weeks, I have not received the refund of it.",Neutral,
374,"phone came with screen protector on it, not in a apple box but came in perfect condition and 100% battery life capacity.

could not be happier with my purchase!",Positive,
375,"The phone came in like brand new. I�ve been using it for over a month now and it works like brand new. It�s definitely worth the money, and exceeded my expectations. There were no visible or harsh scratches or damage to it when it arrived, and compared to my iPhone 6, the battery life is long. There are plenty of reasons to buy a refurbished phone; money saving and reusing is one of them. I�d say go for it if you really want to.",Positive,
376,"excellent product, the phone arrived in good condition battery in 99% without shock without wear. the bands released for my country Guatemala, full unlocked. The shipped charger is not the original one however it is not relevant.",Positive,
377,The zero does not work,Negative,
378,iPhone came as describe and works well. Noticed some little bumps at the bottom of the screen but nothing bad and knew some minor imperfections were bound to come with the phone. Battery was at 83% capacity which is good. Just wish the phone was packaged better because it was clanging around in the box and could have caused potential damage to the phone during shipment.,Positive,
379,"My camera seems to be messing up, might be sending it back if it keeps acting up. Every time I switch to portrait mode and take a picture my phone freezes up. Other than that everything is perfect!",Neutral,
380,"Very poor quality control before selling product!
Buying renewed doesn�t phase me because you figure all the problems were resolved...
And should have been!!
Arrived on time.
After setting up the speaker severely distorted, Phone worthless if you can�t use it!
No way should this have been sold as it was!
Waste of my valuable time and sad disappointment fir my kiddo.
Plus - with Amazon prime - Total and fast refund!",Negative,
381,The phone came a day late. It was as described and seems to be in working order. It holds a charge good. My son is happy with the new phone ,Positive,
382,"Everything about this phone would�ve been perfect, until I tried using speaker phone� it�s extremely muffled. The phones speaker output is defective, so expect flaws with refurbished phones. I�ve never had a negative experience until this purchase but I still can�t entirely hate it. I guess just do more research.",Neutral,
383,My Face ID didn�t work. My front portrait mode doesn�t work They offered to replace but I would have had to send the whole phone back in order to replace which would�ve left me with no phone until they decided rather on rather not they would fix/replace it . So sad such a bummer not having Face ID,Negative,
384,"Phone arrived on, but battery is in great condition. Phone looks like and functions like new. I have no complaints and am very happy with my purchase.",Positive,
385,"I haven�t noticed any issues with this phone. It seems in good working order! I will admit that I noticed it�s selling for about the same price brand new at Apple, but I have no other complaints!",Positive,
386,"Phone arrived in great shape, battery seems to hold a charge very well. I did have a problem with the supplied aftermarket charging cable, as the phone would give the �accessory not supported� notification. When I swapped to another charge cable the problem stopped and the battery was able to fully charge. Although mine did not arrive in the original packaging, it was well packed in bubble wrap with a glass screen protector installed. Overall, I am satisfied with the phone, although don�t count on the accessories.",Positive,
387,"I know it was a renewed phone but for the money you still expect a decent phone. This one was full with small scratches on the back and even two bigger ones in the front�
I sent it back immediately�",Negative,
388,"The phone arrived on time and looked almost new except for two minor blemishes on the �circle� of the camera. All functions are performing as expected, without issues. Great service! Thank you",Positive,
389,Very happy with this purchase. Arrived with the battery reporting like-new/100% capacity and without any defects that we could see. Has been going strong for well over a month so far.,Positive,
390,It�s just difficult too read due to it�s size. I have to turn it sideways in Oder to read and accurately type.,Positive,
391,"I knew it was a shot in the dark ordering. When phone arrived. Looked okay. Had lots of scratches and the back camera was chipped. When trying to set up the phone, would not update to the latest IOS. Would not let you skip around. Gave option to return in exchange for new phone. Hope that one is functioning.",Negative,
392,This was a great value for us. On our iPhone 7 it used the fingerprint the iPhone 11 uses face Recognition I love it!! Also no home button. You just swipe so much easier!! I actually bought two of them one red and one black fir my husband. They both look and act like new phones. Only way to go!!,Positive,
393,"Came like brand new, with no back scratches and a glass screen protector already applied also has 100% Maximum battery capacity. It�s only about 100 dollars cheaper than on apple's online store and does not include the Apple iphone box, earbuds or charger.",Positive,
394,"I recommend to anyone who is going to invest their money in this not to buy it, they are not supposed to sell damaged things, buy one of these and it would turn on and off by itself, so it is useless to sell something damaged",Negative,
395,Phone works perfectly! There was a slight cosmetic scratch on the front of my phone but that�s what you get for buying preowned. Had no issues with the phone though and it arrived earlier than expected. Satisfied with my purchase. Upgraded from an iPhone 6 and the battery life is just amazing on the 11.,Positive,
396,Nice,Positive,
397,"Llego en muy buenas condiciones, solo un detalle en la esquina un rasponcito y un ligero ara�aso en la pantalla pero que ni se nota, ademas la bateria llego con el 96%. Recomiendo este vendedor",Positive,
398,"El celular vino impecable, con mica, nuevo, sin rayones, bater�a 100%. Lo compr� en EEUU y lo traje a Ecuador, funciona de maravilla. Es la mejor compra que he hecho en a�os en amazon, pero ojo!!! Comprenlo con BuySPRY, de este proveedor ya hab�a le�do rese�as excelentes y no me fall�, qu� excelente servicio.",Positive,
399,"Shipping was fast and phone was like brand new, very pleased with my purchase. Would definitely recommend this vendor.",Positive,
400,Very nice seller! The yellow is gorgeous! Even included a beautiful neon pink clear case! My 13 year old daughter loves it! It�s he first iPhone! Thanks!,Positive,
401,The phone came fast and handed right to me.. plus got a free case for my phone:),Positive,
402,"I was reluctant about buying a refurbished phone online, but this one has been working great for me! I would definitely buy this device again and would buy others from this seller, too.",Positive,
403,"I just messaged the seller, and hoping to hear from them soon.
The phone came super quick, which is amazing. I was able to figure out how to transfer my info super fast and I was happy to be saving money and causing less damage to the planet. However, the camera must be damaged as it takes pictures with a dark spot in the picture. And now the keyboard is lagging. I hope they are able to work with me to either send me another one or fix this one.",Negative,
404,"Had to immediately have battery replaced and now have to go get whole thing fixed as it keeps just shutting off. Amazon is reimbursing for charges to get it fixed, but what a pain! I use my phone for work and this has been a big hassle. Very disappointed",Negative,
405,"I wouldnt pay more than $100 for this thing. They've obviously done a terrible job fixing whatever issue this phone had in the refurbishing process. The thing is so slow it crashes when scrolling through simple apps like Twitter or Instagram. Need to back up your photos? Forget it, impossible on this thing. Quite literally unusable for anything but calls. Absolute waste of money. DO NOT RECOMMEND THIS SELLER.",Negative,
406,The IPhone came in and was one excellent condition! It had a screen protector installed already which was done perfectly! Extremely satisfied with these guys!,Positive,
407,Screen had black spot lower right corner. SIM card port didn�t work verified by apple support. Apple support was the one who urged me to get a refund or exchange. 70 dollars more for a brand new iPhone will save you a lot of headache.,Negative,
408,"Couldn�t find a phone anywhere during the pandemic as my old ones battery was dying out. I was a little Leary on purchasing this kind of product from Amazon but it arrived quickly, no damage and set up and operated very easily. I would not be afraid to buy an apple product that has been refurbished ever again from amazon",Positive,
409,"The battery life is amazing! I went to bed one night with my phone at 25% and I played music to help me fall asleep which I played all night and it was at 20%! It only went down 5% that entire time! It did come fully unlocked and CLEAN!!! If you are looking for a very nice refurbished phone, THIS IS FOR YOU!!!!!!!",Positive,
410,"Phone came on good started up fine after a few hours of usage the entire screen had horizontal lines and battery life was on 87 percent on it, didn�t fall or anything like that lines just appeared don�t waste your time buying this phone very bad service
One person found this helpful",Negative,
411,The screen is scratched up. It�s distracting especially in the sun! 89% battery health. I live Trinidad so I would just have to deal with it�.,Positive,
412,"Friends, just for you know ""renewed"" is a euphemism for ""used"". You will get a used phone.

My phone had two cosmetic wear signals. The corner of the screen was scratched and it has a dent in the corner.",Neutral,
413,"The phone arrived ahead of schedule, but it was immediately and clearly obvious that one of the rear camera lenses was cracked in multiple places (which was helpfully covered by a gross dirt-streaked sticker). The seller's ""certified"" / ""renewed"" product label is dubious, at best. Here's to hoping that their returns process works better than the eyesight of whoever ""certifies"" their phones...",Negative,
414,I Purchased this for my sideman and he is very satisfied with his purchase. It came in the original box with original accessories,Positive,
415,"So, bought this for my daughter and it is NOT unlocked! Metropcs gave her a card to use somewhere who will unlock it for her, but this is really really bad. She uses her phone for work, and now has no phone until she can get this done. A real inconvenience.",Neutral,
416,"When I first received the package it was a little hard setting up, but as I continued it got easier. The phone has an amazing camera, speakers, and plenty more.",Positive,
417,"Great condition, no noticeable irregularities. Haven't tried the facial recognition yet.",Positive,
418,"I truly love my phone! It is what I wanted. I cannot take a picture of my telephone as I�m on it, LOL. The phone is what they said and it is working perfectly well!",Positive,
419,"I�m always a bit skeptical when buying electronics online, but I�m overall happy with my purchase! Purchase the iphone unlocked, it arrived unlocked. Just popped my SIM card in and had no problems. Obviously it�s refurbished, but it seemed like new. Just had a few scratches on the front and back (not really noticeable unless you look for them) and the battery health was at 91%.",Positive,
420,"Do not buy, this phone is a junk.
Mine arrived with a bad screen installed.",Negative,
421,So far it�s a solid phone. Was unlocked and the battery lasts longer than my last iPhone. No scratches. I�m happy,Positive,
422,I started having problems with this phone about a week ago with the fingerprint reader and when someone calls me the button won�t slide over so I can answer the phone. The touch pad has been messing up as well. I haven�t even had this phone a good two months. I don�t have any water damage or an other damage so not sure why it is acting up.,Negative,
423,"I have only had the phone for about 24 hours, but I am so happy with it! Not a scratch, nic, or dent. Looks brand new. It even came with a screen protector all ready on it. Charges fast. Came with brand new charging wire and plug. Did not come in an iPhone box, but did come packaged securely in a similar box. At this point I am beyond thrilled... hope my opinion stays the same in the coming days!",Positive,
424,I liked the quality of this phone was so much better than I expected! Looked brand new.,Positive,
425,I love it. I see nothing wrong with it at all no problems setting up. shipped fast for here early which is great cuz I was so impatient lol! I�m in love I will probably order another one for my girlfriend!,Positive,
426,"The accessory came with this phone is very cheap made in China type.

Also the box.. I don't recommend this at all.",Negative,
427,"I really love this phone! I was really nervous about it at first, but it came in really fast so not too much time to worry! When it arrived it was in perfect condition except for a lil bit of scuff marks in the top corner ( apply a lil dab of toothpaste and they become less noticeable! ) so I�m very, very happy with my purchase!",Positive,
428,"Iphone 11 working great with no issues setting up with my carrier. Very glad I took the chance on a refurbished product. Came with a screen protector on which was greatly appreciated. Also, a charger was included as described. No earbuds, but given the model of phone I was not expecting some.",Positive,
429,Low battery life. Other than that it looks like new one,Negative,
430,"For the price, I expected the battery life to be better than 91%. Very disappointing and I feel like I was ripped off. Plus the charging brick and cord don�t match.",Negative,
431,The phone arrived on time and looks and works like new. It was a great value for the price.,Positive,
432,"AWFUL phone BUT....very quick to respond to return request! Wish phone could have worked!
Hopefully my refund gets processed quick too.",Neutral,
433,"This is my first iPhone and I love it. I was nervous about it not working properly or having scratches on it but it exceeds my expectations. Plus, you can�t beat the price for all of this storage space.",Positive,
434,I am very un pleased with my purchase . I received the phone locked ! I�ve spent too much time on the phone with my carrier trying to transfer my number onto this phone . They informed me that the phone was locked . I contacted Amazon after about 30 minutes they finally told me to contact the carrier . When I purchase an item I expect it to come as said .,Negative,
435,"It works fine but some times it go slow of the system, the phone looks ok no damage or anything, only thing you have to beware you might get a bad one I feel, you pay what you get !",Positive,
436,"I admit, I was a little skeptical first. Spending $700 on an unknown seller, but after reading some reviews I went for it. The phone looks just like new, no cosmetic damage, works perfectly well. I got mine unlocked and activated it to my carrier same day. I upgraded from a 6s so big change!!! Loving it!",Positive,
437,Just as described from seller came brand new just wish they also included an original charging cord and box my daughter loves it,Positive,
438,Great phone and quality for refurbished,Positive,
439,"The iPhone 11 is an excellent phone. However, the one I purchased crashed and the Bluetooth and Wifi failed. I contacted the company and they refunded my money without a whole lot of hassle.",Negative,
440,"vino con una caja generica, el cargador y cable usb super genericos, y me vino con una raya en la pantalla es una lastima pense que vendria en perfectas condiciones!",Negative,
441,"Hello. I really liked the phone, and I have no complain about its operation. However, I bought the phone but I live in Angola and I didn't know that it was locked for att.
I know its my fault, and I'm really sad because I can't use the phone right now.
Can you help me?
I tried to unlock it on att website, but they ask me for the first phone contact associated with the phone, and I don't have that information.",Positive,
442,"The battery life is pretty bad and it came with a ding in the top right corner, but otherwise it's pretty good",Positive,
443,No complaints about the phone... everything works!! Had it for 3 months,Positive,
444,"When peeling the phone film off, there were shards of glass coming from somewhere on the phone. There was also an almost intentional cursive H dead smack in the middle of the screen. No iphone certified accessories were included, only 3rd party.

Its the same price, new, from the Apple store. Just do that.",Negative,
445,"Love it. Camera quality is very good. Shipping fast. Battery life last longer. Phone was overall in good condition, but the box did arrive smashed.",Positive,
446,"This phone is everything it�s cracked up to be. Take great pics, long lasting battery plus an easy to use touchscreen.",Positive,
447,Love my new phone phone wish it would have came with a set of headphones but whatever..,Positive,
448,"FaceID, great bluetooth range, long lasting battery, perfect amount of storage space, huge discount compared to purchasing new from apple, purple is my favorite color :)",Positive,
449,"I�ve had no issues with this phone. I don�t think it needs to be thinner or thicker. Feels right the way it is.
Face recognition works, although I hope there is an update soon that can also recognize you with a covid protection mask.",Positive,
450,"Screen has a few scratches as stated in listing. Battery life is 96%. For the money, it could have been sent with a Apple charger and some ear buds. But so far it works like it should. I�d buy again",Positive,
451,I just received my phone. I am new to Apple products. I also just received my IPad. I will add more feedback later. I'm so happy,Positive,
452,"I was worried about the phone�s condition at first, however, it was in pristine condition. The phone even had a screen protector on it, and came with its own charger. All in all great quality product.",Positive,
453,"This is a refurbished phone. Minor scratches on the back and sides of the phone. However, with a phone case you don�t see any of the cosmetic damage. Phone works like a champ and holds a charge.",Positive,
454,Its my first time buying refurbished i am Amazed it feels like brand new and the best thing is i dint have to pay thkusand if dollars . Tha ks to seller keep it up!,Positive,
455,"Do not purchase!!! I bought as a Christmas gift and my daughter has had nothing but issues with the camera. Unfortunately, we are unable to return because of how long it has been since purchased. I will never again by a ""renewed"" phone again. Now I have to spend even more money replace my daughter's phone.",Negative,
456,"It arrived before expected, was well packed,with no damage I could see. The phone seems to work well and I�ve had no problems with it.",Positive,
457,The phone is a little heavier than I expected but so far I love it. The screen is great and the camera is great. It�s easy to use and it was easy to set up.,Positive,
458,New iPhone user and I�m still getting used to it but so far so good. There are a few things that I miss from my Android but I guess that�s expected. Phone was in great condition but it was missing a Headset.,Positive,
459,We thought it worked cause it turned on and we transferred data. It gets hot and turns off completely during calls or texting and also when I�m not even using it I can see it turn on and off. Setup the facial recognition but since it turns off so much it always needs the manual code. Definitely requesting a return,Negative,
460,Everything on the outside of this phone was just okay until I switched it ON and used it for a couple hours. This cellphone couldn't stay ON for longer than 30 minutes and kept restarting/booting itself repeatedly. The operating system was stuck on the oldest version and refused to accept any updates. Complete LEMON! Avoid this seller at all costs!,Negative,
461,"Arrived on time! Easy to connect to my carrier(metro PCs/t-mobile). Long lasting battery life. Non original charge, but still works with the charger that came with. Light scratches on one of the phones. Overall good purchase!",Positive,
462,"horrible quality, it looks like someone used it for 2 years and then decided to return it.",Negative,
463,Paid 2/3 the retail price and love it.,Positive,
464,"The best phone that I�ve had. My battery last a very long time, it�s super fast, no scratches, it�s like this is a brand new phone and don�t get me started on the cameras..... I have found my true love",Positive,
465,"My cell came earlier than expected. Great conditions, I love it. I highly recommend to buy this product. It pared all my apps, passwords, everything from my I-phone 6 plus easily",Positive,
466,i don,t dilike the product i dislike the fact that this was taken out my account and no one notifed me that this large amount was coming out my account,Negative
467,LOVE LOVE LOVE!!!! It even came with a screen protector. Looks brand new! Thank you so much!! It says it�s locked for only Verizon but I�m on cricket and it works just fine. I love this phone it�s amazing,Positive,
468,"Very nice phone for much less than new, but like new.",Positive,
469,"The description wasn't very accurate, it said ""There will be no visible cosmetic imperfections when held at an arm�s length"" but you could easily see all the scratches, there was even a hole on the side, and the cameras had suffered! Battery was at 85% of original capacity, not better than my 3 years old iPhone. On the contrary, the screen was brand new.",Negative,
470,No issues. Fantastic.,Positive,
471,This item wasn't new it came with scratches.please do not buy.,Negative,
472,Battery life on phone is less than 85 percent! Doesn't last long!,Neutral,
473,Did not have the battery renewed was below 90%. Everything else was fine.,Negative,
474,I received the first one and the back was shattered but the company made it right and got me a better one within 2 weeks.,Positive,
475,Great deal,Positive,
476,The screen does not look like to be the oem. I preferred to add $100 to buy brand new for apple store.,Negative,
