UserName,Title,Review,Date
ahshuo, I don't know what I saw.,"Being an Asian, I was expecting this movie before film starts, film is cool, but it always fight fight fight for reason I can't understand exactly.It looks like a movie spent a lot of money,
Besides that, nothing in there.It's disappoint me and I don't recommend it.",26 November 2021
harleywells, Probably the best marvel movie,"So beautiful, I just loved it. The acting is great, the story line is good, the villain makes sense and has depth. I'm all for it. Probably the best marvel movie so far in my opinion up there with Guardians of the Galaxy. The humour even made sense. The scenes outside the sisters fight club were shot so well and the foo dogs were just glorious to see.",16 September 2021
gullymark, Phase 4 in the MCU has a bright future,"My review..
Shang-Chi and the Legend of the Ten Rings has easily joined my top 10 list of the best movies I've ever seen... just like that. Marvel has created another masterpiece alongside Black Panther with excellent cinematography, A-1 story telling from the origin, to the subtle demolishing of Asian American stereotypes, the cameos that bring the marvel universe into unity, and even to the timing of the comic relief. These characters knew the assignment and delivered top tier performances in the choreography, plus the VFX was on Snyder's team level, imo. Arguably the best Marvel movie to date. But also one of the best Kung Fu movies in its own lane. This new Phase in the saga has a bright future if they're coming in this hot. Let me find out, Spider Man.#marveluniverse #filmappreciation.",5 September 2021
xXx_TINKYWINKY_xXx, entertaining movie with great visual effects,"It's a cool chill movie.It's not overdramatic and it has fights throughout the entire movie, not just the end.What I loved the most were the visual effects.The dragons looked epic and the dragon battle was really cool.The movie also had some fun comedy in it.It's an entertaining movie with great visual effects.Don't expect a unique storyline.",7 September 2021
shahjahansk-34341, Action Packed.,Wow! After long time i watch a fantastic movie.really its touch my heart. I always love to watch japanese & Chinese mythological films. Its really a great movie.,12 November 2021
cecconi-190-224072, Booring!!,"A movie full of trite stuff, too long and most of all boring beyond belief, it bores me to even write a review about it. Then how can the eater of worlds (the umpteenth ... but how many eaters of worlds exist in the Marvel universe? Who was the one defeated by Dr. Strange a few years ago? His cousin??) for thousands of years guarded by a village of peasants be defeated by a valet with ten bright plastic bracelets?Sounds like a movie built to gross a few million yen.",16 November 2021
whoc-24629," Great cinematography and effects, but weak syory",The story of Shang Chi isn't intriguing much. But the story of Xialing is! Honestly Shang Chi is least interestimg character in his own film. But the film is extremely pleasing to eyes.,21 September 2021
tayhag, Will watch again and again,"So many things to enjoy. I really appreciated the lack of a hard focus on romantic relationships. Yes there are subtle hints of a romantic connection between the leads but it never steals the scene compared to everything else. I'll be honest I wasn't sure how the ten rings in iron man 3 connection was going to be addressed but I feel they did it wonderfully. I was never bored and always looking forward to what was coming next. Beautiful scenery, great chemistry between performers, and perfectly timed humor. Really fun to watch.",2 March 2022
barreraoctavio, El inicio de un heroe,"No hay nada más emocionante que descubrir la historia de origen den un héroe, y sumado a un nuevo héroe es doblemente emocionante.",13 September 2021
srdjandif, Poor story,"Poor story, but good mark on web because of movie budget. Honestly this budget for under 12 kids age??? Also acting is not that great, maybe because of Asian style, but I am thinking on a first place actors from hidden village.",17 November 2021
tripathisumit, Best action movie of Marvel Cinematic Universe,"Shang chi has the best combat action sequences if compared to any of the previous marvel films.Story was great.Visuals and CGI are awesome, watching it in 3d feels like I am entering in another world.All characters are perfectly played by the actors.",13 November 2021
rthedeadka, Nice movie.,"The movie is nice, with everything, the graphics and effects. The story is not so great.I was expecting a lot from this move, but I was left unsatisfied.",14 November 2021
primostar, Cool film cringe second role,"The film is nice overall but the role of Katy, Shang chi'a friend in movie is the cringiest thing I have seen lately. In line with marvel's thing of having some awkward humor in every movie, which on its own is starting to be a bit too much, the role of Katy takes cringe one step further. Awfully cast, the actor playing it is tremendously bad, it serves no role or has no real input to the story whatsoever. It really dragged the movie down quite a few steps.",3 February 2022
SormaniValerio, Poor Ben...,"The guy that played Gandi, now deminished to a mearly clown. I thought these Marvel movies where supposed to be for teenagers and young adults. But I realize that it's just for little kids... It's all too forced the empty story...",9 January 2022
lakshmikanthtirumala, Adapted from many movies,"All movies mixed and made...A king with one super ring that controls nine rings given to nine kings: LORD OF THE RINGSA king loves a tribal princess; Of the two offsprings, one flees away from home and buildsa fort on her own wish: FROZEN-2Trained thoroughly in martial arts in a building on a hill: KUNG FU PANDAAll dragons carrying fish and feeding the Alpha lying in a dungeon of a hill adjacent to water: HOW TO TRAIN YOUR DRAGON.",14 November 2021
reemtherat, My eyes were blessed,Tony leung I will no longer be a minor in a few months :),11 September 2021
jayh83, So disappointing and corny,"I was REALLY looking forward to this movie. I thought the new characters and a new angle for Marvel would really give another fresher lease of life for a franchise that has given so much.This movie is cheesy, has ridiculous performances: from a repeatedly annoying Awkwafina and a sad use of Ben Kingsley, who again is used as comic relief when there wasn't enough plot or action to need it.Plot holes galore and it does not match the character development we have seen in previous Marvel character intros.So disappointing. I hope they can use Shang-Chi better in future movies and get rid of the completely unnecessary distraction of the Awkwafina side-kick.",14 November 2021
mosquerad-35863, People are crazy! It was GREEEEAT,1st off people expect too much these days and dont know how to have a good time. This marvel movie just beat avengers to me. Just saying i loved the bus fight!,19 November 2021
dr_khalidbinsadiq, main story is not clear,U don't think people are ready to watch chinese tradtional fight from marvel also main story was weak otherwise plot was expected and boried also i was very excited to see new marvel movie put its looks like they are goinf done and the glory time is done another dissapointed after black wideo.,4 December 2021
kunalkrate, New MCU Character AKA Shang-Chi,The story telling of this movie is good and all the characters in this movie have done their job well specially Shang- chi father .His fighting moves and the VFX are created well .Overall Best solo movie of marvel.,8 November 2021
kavonsalehi, This movie had it all!! Beautiful cinematography!,"This movie supplied everything needed to be a great movie. Beautiful culture, great storyline, incredible choreography, and straight up bad ass fight scenes. Overall great movie, and must watch. Finally a well written movie comes out!",9 September 2021
ash-02271, A good marvel superhero solo movie,"This movie is really good and not quit as expected. As a marvel fan, i was afraid it would end up like black widow, but it was way better. There is a good upgrade in marvel Villains compared to other solo movies. It has the marvel solo hero movie formula with marvel regular comedy which was a good hit in some points and disastrous in others. The background music is fantastic. A mix between modern and classic Chinese melodies. The acting was between ok and very good. The worst thing about this movie is the cgi especially at the last third of the movie. The world they established was wonderful but i feel like some details about some characters were vague especially regarding the mom. At the end, it is a good marvel solo movie and a quit upgrade regarding other marvel solo movies.",4 September 2021
kevinkimcube, Worst movie,"Worst Movie I've ever watched in my entire life. CGI was trash, Story was trash, Cinematic was trash, actors and actresses were trash, the whole setting was trash. Didn't deserve the Hype it gets. Trash.",13 November 2021
odiiffa, Nothing special,"The movie was fine; it had some good moments and a somewhat interesting plot, but mostly a bad action/sitcom mash-up with weak characters, disingenuous emotional moments, and consistently frustrating decision making.Worth it for big marvel fans, if not, I'd skip it.",27 November 2021
asifaryan-98269, sang chi all marvel movie to best movie,"So superrrrb movie mind bloing 10 rings Do osm. Sang-chi and the legend of the ten rings , very smart grafics and power i so very happy marvell movie the best sang chi and avenger and game.LOVE YOU MARVEL.",2 September 2021
nicolasbahm, An enjoyable introduction into the MCU,"Different to Black Panther, who had been already introduced in Civil War, Shang-Chi is presented from scratch using an arch we're all already too familiar with, but adding lots of new characters, martial arts and a glimpse to a new universe inside the MCU. Although at some moments abusing the use of fantastical elements, Ben Kingsley and Awkwafina provide the comic relief the MCU has gotten us used to. Super enjoyable!Marvel might have its own highs and lows, but it always delivers.",24 September 2021
sparsh-57958," Poor story, good visuals","Such a standardized story, pretty cheesy. Interesting that marvel now has no blood in their movies.Only good thing about this movie were the visuals.",23 December 2021
jwraiyan, Frustratingly Bad,"This movie is so goddamn frustrating, sometimes it's great and then it just goes down the predictable hole and then it just gets worse and worse just wow.The acting was meh for the most part, nothing crazy, gets the job done but WOW Tony Leung knocked it out of the park, i didn't know him before and as soon as i saw him i felt something different and sure enough i was right, he was the best part of the film without a doubt. GREAT villain, 10/10 probably the second best villain in the MCU right after Thanos, if not just as good. Then (minor spoilers ahead) the film decided to throw him out and go for cgi monsters. The CGI in this film is good when showing small cool looking magic effects but the fight scenes and stuff were so bad. I remember seeing this smoke near the end near Shang-Chi that was so bad it felt like it came out of a b grade indian film that used a free vfx pack. Disappointingly bad CGI. The final villain was disappointing, i just can not feel for a villain that can't even talk let alone have a good past. It's just a monster that wants to kill everyone, could've just watched Godzilla and had more fun. This film could've been special, but no it just makes itself much worse than it needs to. The protagonist sucks, i did not like him (or the villain was so good that i could care less about the protagonist). His sister was sort of cool but they could've done her better and actually made her cool, she's just the ""female empowerment"" character, a forced character with forced scenes and don't get me started on the comedic friend. She's horrible, ruined the film for me even more, her jokes are bad, her voice is annoying and she gets together with the hero in the end, wow what a surprise! If they made the film just about the father I'd have given it a 10 because it was that good, sometimes it feels like 2 different people wrote this, one wrote the father's part and the other wrote the main storyline. The humor is 5/10, hits sometimes and sometimes i cringed, just no. Ben Kingsley's parts were a joy to watch. Even as a comedic character here he commands the scene, he's just too good.The soundtrack was also frustrating, the score itself was pretty damn good, it's clear that when given the tools that the composer is used to, they will make something great but WOW were the electronic themes bad, some fight scenes had edm scores and they were horrible. And the songs just WOW, they were HORRIBLE, they just don't hit the same, mixed poorly (not that strong sub basses) and just overall not as cool as Quentin Tarantino's or even Martin Scorsese's ones.The fight scenes are also like the film, frustrating, CGI parts are horrible and some shots had such weird lighting that it was hard to focus because the light behind was like a neon light/from a board and had weird colors and like the shots just weren't good enough. The fighting that was done by the mother was pretty cool and the fighting with the masked guy was pretty cool too, the one which happened in the building, the choreography was nice.The girlfriend becoming an archer was expected and it just destroyed me, it was so bad, she's supposed to be no good at life and then now she's a master archer? They trained for what, 2 days at best and Shang-Chi is a master at martial arts or something?I'm just complaining about this film this much because the villain was just ruined by this film, he was just too good and this film did not do him justice. I hate this film but can't truly hate it because of the villain.",2 January 2022
isuruamanda, Simply Brilliant !,Love it.. didn't thought it will deliver this much.. but it did..! Simply brilliant.. visuals are amazing.. story is okay.. fight scenes are mind blowing !,1 January 2022
ethanthomaser, Could be better,The film was good but the final fight dragged on and the build up to the fight was too long and I got bored of the martial arts like an hour in.,7 September 2021
whyzernyan, Great movie in general!,"Great movie! I enjoyed it very much!Updates: Only mentioned the bad sides from my previous review. Let me put some good side here:
The fightings are really good! Best among all the marvel movies! A lot of long takes, really entertaining! When auntie tried to teach ShangChi, you can feel how the fighting turns from a very heavy, hard-core one into a more gentle but even powerful one. It's about cultivating the enemy's force by turning the direction of the enemy's fist. It's also the power we believe that water has: overcome the strong by applying some soft and gentle methods. Interestingly, Wong used that trick in his battle too. [BTW: when that guy took out two knives, I thought it was Loki. Can we let Loki fight with more magics? If it burns money for special effects, can we have at least some teleport tricks pls pls pls? TAT]The animal CGs are really cool! You know these animals were Phoenix, Nine-tailed fox, Kirins without saying it.some details about WenWu:1. I don't think Wenwu was being sexist to his daughter. 1000 years ago, society was generally sexist. However, when he got defeated by her wife, he showed admiration instead of being angry. It means he accepted the fact. And when the kids were young, the whole family trained together. But after Ying Li died, he stopped her training, but still, he didn't send her to learn some ""female"" stuff as the stereotypes. I think it was because Lingling reminds him of his wife, and he was trying to escape from what happened.2. Wenwu trained ShangChi not entirely for revenge. He told ShangChi when he was young, that he would like to give the ten rings if he grows strong enough. I was confused at first: why Wenwu did not seek revenge himself but told ShangChi to. Then I realized, ShangChi was there seeing her mother fight till death to protect him and his sister. Wenwu wanted ShangChi to have the power to protect himself and her sister. Wenwu made a ""mistake"" when he release the bad guys, which lead to Ying li's death. So he wanted to teach ShangChi not to make the same ""mistake"" again. He still cares about his children, but not in a way people understand, not even ShangChi and LingLing could understand.3. Wenwu put incense in front of Ying li's photo, so he knew deep inside that she was dead. But he was running away from the fact. He thought he was so powerless, that he couldn't do anything to stop her from death. He couldn't make something up for her.======================================================Some suggested changes I am thinking: Maybe when Guangbo got caught by the birds, Katy could take several shots but missed because she hurried to save him so was not able to calm down to aim. But then, she found there is only one arrow remaining, so she calms down and reminds the line auntie Ying Nan said (if she could explain to her in both languages would be better), and make the great shot at the evil dragon.Also, in the end, I think it would be better if the good dragon is not lying on the ground resting and letting the two kids drop. We believe water is the source of the dragon, and the dragon also represents kings, royals, etc. It would be great if the scene was like the dragon dropping them down while standing still in the water and dropping them using its body, and throwing them to the tail to land these kids. Then quickly go back into the lake(actually dragons live in the sea but I think any water is fine).BTW: the only downside I see as a Chinese viewer: The Chinese lines from Google translation sucks. You can understand, but it's not the words you will say in daily life if you wanna express the same thing. Maybe same as the paragraphs I just wrote above. XDD.",10 February 2022
ajaysandeep-13733, Spoof of Marvel studios,A lot of struggle went into connecting the story to avengers. Ben Kingsley's character is a disaster. And lot of effort also went into building Awkuafina's.,27 November 2021
suhan03, How they chose the movie Character,It's most annoying movie ever made from the Marvel. All the character looks like immature and acting are looks like just forcing you to smile or feel amazed. I am giving this movie 1 star. Doesn't like it at all.,17 November 2021
gastonregatense," Shang-Chi, Marvel's Black Horse","Shang-Chi is a movie that nobody expected. An exemplar with which we were not familiar that, not only knew how to exploit their low expectations to the maximum extent, but also developed a structured and dynamic narrative immersed in a MCU that does not leave much room for new heroes.Shang-Chi made its first appearance in Steve Englehart and Jim Starlin's ""Special Marvel Edition # 15"" (December 1973). A Kung-Fu master created in the middle of the genre's boom in the US in the 1970s, Shang-Chi is quite a quirky character.Played by Simu Liu, the protagonist is embarked on an adventure after being intercepted by ghosts from his past. Full of action, martial arts and a very own and attractive aesthetic, the film unfolds without delay. The scenes are punctual and always add something new. Even with a sense of humor that can get heavy on certain occasions (such as when Katy makes jokes in the middle of life and death situations), Shang-Chi finds its essence, exploits it and ends with a gold ribbon leaving the door open for future aftermath.Marvel and its production team never cease to amaze me with their new films. In a difficult transition period, given the conclusion of the Infinity Saga and the beginning of this new phase, the studio keeps its feet on the ground and continues a coherent thread of its interconnected universe. Regardless of the obvious mentions to the events of ""Avengers Endgame"", Marvel returns to do what it does best: including thousands of references, cameos and winks that leave the geeks like me open-mouthed and with the greed for more.The cast is incredible. I did not know any of the actors beforehand and they all dazzled me with their distinctive personalities and professional interpretations. The studio made a great work in synthetizing the oriental culture´s mythology and beliefs. However, it is true that Shang-Chi continues to be a westernized vision of Asian cultures due to its falls into stereotypes of martial arts and frequent characterizations of the Eastern world in Hollywood. Despite this and to my surprise, Shang-Chi knows how to combine the best of both worlds, using humor as its best tool and taking its time to tell the story, avoiding the rush to get to the action sequences that movies of this kind have suffered
The protagonist's arc is round and fulfilling. It has cohesion and is true to its ideals from beginning to end. Thus, the villain (excellently played by Tony Leung) only contributes to the plot and does not fall into the corner of un-memorable Marvel villains. We send you a greeting, Fake Mandarin. If it hadn't been for the blessing acting skills of RDJ, no one would remember your existence.Furthermore, the film interprets the concept of ""grays"" very well. In a franchise that is ""infantilized"" at times, Shang-Chi does not stutter in telling the hard truths of reality such as unsatisfactory employment, unreal family expectations, childhood trauma, the dilemma about murder, among others. Heroes are not pure white. They have their shortcomings, they fight with their demons and that makes them more credible, more human.With a stellar sound-track, Shang-Chi is one of Marvel's most unexpected gems. It is amazing to feel and denote the love with which these films are made and the fidelity to the source materials. For example, the main character's leitmotif is a work of art and a composition that immerses us even more in the plot. Kevin Feige deserves all the praise, he is truly a man who knows how to sell his product very well and, at the same time, sell us something with great qualitative value.After the post-credits scenes, fans only crave more and rejoice in the near future for what remains of this phase. Now with the recent release of the trailer for the new Spiderman movie, one only has to cross out the days for its premiere and admire the attention to detail that they put into the making of the films, not only as individual creations, but as a large adjoining and a special set of films. Bravo Marvel.PD: I really love Benedict Wong. Is he the ultimate man?",7 September 2021
ngkoutzi, Beautiful but lacks in storytelling,"Generally it was a pretty average movie. Like most Marvel movies, it was evident that they spared no expense when it comes to the visual effects, though some scenes could have been executed better. The fighting choreography was amazing. The movie was packed with action and beautifully synchronized action scenes from beginning to end with good soundtrack.However I found the movie to be lacking in regard to its storytelling.1. I would have liked to see a better view of the transition of Shang-Chi from trained assassin to a parking valet. It must have been a significant aspect of his life. How did his morals start shifting? We are told that killing the gang leader had a significant emotional impact but we don't see any of that.2. Katy's character (Awkafina) felt completely out of place. The fact that she doesn't really belong in that whole story could have been used as an excellent comedic opportunity which was sadly missed. Had they emphasized her random position through humor, the fact that she ends up being an important part of the story would have been an even bigger curveball.3. Other than the main villain, whose character was well constructed, most felt insignificant.",26 December 2021
nyasar-52698, Adult Version of Power Rangers,"I think I just watched the adult version of Power Rangers with a poor storyline. I would expect a better movie from Marvel Studios. Well, at least my kids seemed to like it.",27 November 2021
samuelwongwy," Started off incredibly well, but went down hill like a roller coaster.","It was so full of potential. The opening sets a great foundation for the movie. With a fine fusion of the distinct aesthetic of ""wuxia"" (chinse martial art) and western/modern cool-ass elements, and great action parts, the movie could have became a unique and refreshing piece. Instead, it ends up as a cliche superhero story that attempts to discuss the Chinese cultural significance and understanding of family, but fails to do so in depth. Countless plot tools that barely make sense, such as Katy being able to hit at the evil creature's face, or the mysterious abrupt awaken of the dragon when summoned by Shangchi, are employed to conform to the typical expectations of a super hero movie. The costume design and mythical creatures at the end further worsened the movie experience by wiping out completely the remaining wuxia atmosphere, which in my opinion, is the best part of this movie. Shangchi and the legend of the ten rings really doesn't live up to my expectations of MCU's phase 4 works. It's watchable, but I wouldn't recommend it.",19 January 2022
nenadbadja, Great movie,"The movie is really good, got me engaged with it the hole time. The fighting scenes were awesome. The story was well written. Recommend it to anyone who still hasn't watch it.",12 November 2021
berkkocaturk, Cgi and physics needed improvement,There are a lot of times that i noticed bad cgi or simple errors like car that lost its mirror and mirror reappears in the next shotUnstoppable bus is a big clichestory jumps too much and characters was weak for my liking.,20 November 2021
lowerycc, New and unique concepts,"Many entertaining ideas and actors in this movie. The constantly changing bamboo forest, Wong in the Asian fight club. Wong, Katy and Shaun were both funny and just good characters. I've watched this movie several times.",16 April 2022
jjursenas, Super Hero movie of the next level.,"This movie is better than other ""super hero"" theme movies. Fighting scenes moved to a new level. Incredible moves of different martial arts styles looks awesome. And of course a pinch of humor in a right moments.But it is quite predictable. You start to watch and you already know who will become who and so on.Overall, it is well done movie filled up with awesome special effects, great storyline. Totaly recommending to watch.",12 November 2021
TLMitch, Awesome Movie,"I really enjoyed this movie. My son and I went to see it Saturday of opening weekend, and I am so glad we did. The cinematography and choreography create a visually stunning movie, with a lot of Wuxia mixed in for scenes involving the mother and her people (thing Crouching Tiger, Hidden Dragon), with some more traditional MCU fighting in others (the bus scene and the fight outside the skyscraper!). Simu Liu is adorable and wonderful, and although I am not a fan of Akwafina I will say she did a good job in this role, and Michelle Yeoh is always beautiful and engaging in everything she does. However, for me, Tony Leung was amazing. He conveys so many emotions effortlessly. He is not a remorseless killing machine, he has a purpose, and although misguided, he believe in it. He's also smoking hot so he has that going for him. This movie reminds me of Black Panther, both have strong story lines and are visually arresting, and they don't need the entire MCU to move the plot. I would highly recommend seeing it; you won't ne disappointed.",6 September 2021
wingchunjourney, Great origin story,Loved Shang-Chi. Simu Liu and Awkwafina are a terrific pair. Tony Leung is awesome as Wen Wu. Excellent martial arts choreography. Can't wait to see more of them.,6 November 2021
muammil_hadi, It's an excellent job.,"The movie is long and kinda boring.But it has great comedy
A hand-to-hand fight like Jackie Chan
It contains a very wonderful fantasy world with dragons.",11 September 2021
huskdette-04667, Poor casting or poor acting,Not sure or both. Making this perhaps a movie worse than it could be. Sadly. High hopes not fullfilled. Sadly. Lets hope for more development. But I dont hold my breath. Wong was cool as always.,20 November 2021
joseirias-23129, Bad!!,"This movie sucks, just like Jorge la mierda. But is better than iron man 3.",3 September 2021
sunpanblabla, hollywood needs to learn,"So,,I guess film makers from the US still think Chinese people will buy their shiiiit when they put kungfu, mandarin, famous Chinese actors/actresses together.I don't get why black panther get so successful, and Black Lives Matter movement still happened 2 years after the movie,,, can't you guys see the more movies like black panther got successful the stronger white supreme will be. Cuz your anger is released by the movies made by whites..movies like mulan and this shang-chi(it's Shang Qi, get yourself educated) are like fossils from 20 years ago, unfortunately, the world has moved on.",9 December 2021
nunchakupapi," A great martial arts film, compelling family story, but a run of the mill Marvel movie","*spoilers below*Shang-Chi is an interesting installation in the MCU, because it introduces fresh elements that bring an exciting performance to screen, and then turns right around and bogs itself down by reminding you that it is still a Marvel movie. It is an interesting dichotomy that I feel highlights the glaring issues in the MCU right now.Starting off with what I like: the performances in this movie are top notch. Tony Leung's as the main antagonist is by far one of my favorite MCU villain iterations in recent history, which is also a point of frustration as well, but I will get into that later. The choreography of the fight sequences deserve every praise they receive and the narratives of living up to the expectations of your family along with a family all trying to deal with the grief of loss makes for one of the more compelling stories that Marvel has told in some time.What I didn't like: Tony Leung's character has arguably one of the more compelling villain stories in the MCU. He's not just an evil asshole looking to dominate the world. He's a grieving widow, and the relationship with his children become entangled with and complicated by his overwhelming grief. So why Marvel once again chose to continue perpetuating this cycle of killing off their villains I do not understand in this instance.The point in the movie where it switches from action packed fighting choreography to CGI battle royale monster slaying is where I genuinely think the movie loses a lot of the progress it made by trying to be something different. It hits the exact same troupes of Marvel movies past, and not in a good way. Shang-Chi's conflict with his father was the most engaging plot point of the movie, and then slows down right into ""psychic demon eating dimension bad must now stop"".Some of the exposition, particularly in the middle, is a bit excessive. There was probably at least a solid 15-20 minutes that they could have shaved off the run time.Overall, it is still a fun time to be had. If you love the MCU, this is likely a film that you will thoroughly enjoy. It shines best when it tries not to be a Marvel film, but then unfortunately finds it's way right back into business as usual.",12 September 2021
arianedrouin, Not a boring moment.,"There are two things I have to say about this movie. One, there was no moment where I felt like my attention was drifting off to something else than the movie. Two, there was so many beautiful scenes.",25 September 2021
johnwoods-28268, I used to love this character in the comics,"Totally disappointed. Had no preconceptions to follow so watched openminded. Sorry to say 2hrs wasted. Compared to this Crouching Tiger a 10. Weak story line and characters. I rate all Jackie Chan films higher, hung out till very end just to see finale......no wow factor. Was Disney buying Marvel a good idea?",15 November 2021
professionalunknown, Masterpiece,"If you're here to decide if you should watch it or not, i must encourage you to watch it.Just saw the movie today, it was great men, the graphics team has done amazing job, and the fight scenes are awesome with the cast of superb acting skills, in other words it is a masterpiece which marvel fan expect.",15 November 2021
yahyaattallah, One of marvel's best,"Top notch cherography and fighting scenes
And winwu is a great character.",30 September 2021
ntanydiaa," Confusing Storyline, Bad Acting by Lead Star","The first part of the movie is great, I mean I like the scene where Shang chi's father met mother. It was a beautiful story.But then, everything is disappointing from that point.I am confused about the storyline. Why would Shang Chi escape and left his sister ? Its not like his dad is abusing him. He trained to become an assassin to avenge his mother AT HIS WILL. He trained until his fist is bloody AT HIS WILL too. At this point, no concrete reason why he would escape as his father is not abusive towards him too. He can just watched his mother died to protect them. Yeah hes not guilty for that. And he said hes gonna kill his father ?Yeah right. Again no concrete reason.Simu Liu is great with comedic scenes but remains stoic in the sentimental scenes. It is really hard to see him as marvel heroes as his facial expression and vibes does not support that. No father-son chemistry too with his father, Tony Leung. Think his acting is overshadowed by Tony Leung.Also father just die like that. No sentimental scenes whatsoever. Shang Chi even seems relieved his father is gone.",26 September 2021
chilledvulture," Fluid, great action, and good story",A well made hero and villain. A great watch in the theatre!,11 September 2021
the_hen_house, Not the MARVEL we expect,"Having grown up with Marvel comics - yep, through the 70's! - I've been a fan of everything that the MCU has produced. However, this film is a move away from all that has come before and may be taking the franchise in a new direction.Not overly impressed or entertained. Very predictable storyline full of cliches. Maybe it's one of those films you need to watch a few times before it grows on you. Unfortunately, I don't think I could put myself through it to find out.5 stars and I'm probably being over generous.",12 November 2021
salmanrajrocks, Below average movie,"Bit slow, poor writing, not so funny, boring ending.Visuals are good.This movie made black panther look good.",25 September 2021
ljrmaissan, Controversial topics,"Some movies recieve unfair treatdsment Bout eir favor because they are star a minority character. A good example of this would be black panther. I enjoyed that film, but saying it was one of the best is overstating it. But if you dare criticize it, you will be called a racist and ignored. We should be able to criticize films regardless of the stars race. (By the way, I loved Chadwick Boseman's performance, may he rest in peace).Yet, this film deserves praise. Not only for the asian repricentation, but for it's refreshing new plot. The way that it sets up in the past, gets down to earth and then gets magical again, which gets me very exited for eternals.I personally watched the film in 4DX, which really improves the experiance of the opening scene. And the rest of the movie to.The movie was great over all. Let's hope marvel keeps it up like this.",24 October 2021
z-98724-42114, confident,"Brad Allan is great.Chinese culture is not as complicated as everyone thinks.Now everyone knows who's really confident.I could almost say that this movie is an IQ test, and you can see a lot of things through it. Some people get good grades, while others get only a failing grade.Although many people are criticizing American movies, we all know that this is just a comparison with the past. Globally, there are still very few challengers, minus one point in the hope that it will continue to improve, not that there is anything wrong with it.",12 November 2021
congminh-73318, Best of the best,Honestly it's amazing. The graphic effects are awesome. I love nine-tailed fox. Hope Doctor Strange 2 will be Blockbuster like Shang-chi and Eternals <3Love you MARVEL <3.,11 November 2021
sine_1, Soooo good!!,"If you love marvel films you'll love this, huge amount of cgi but doesn't take away from the story or acting.",4 September 2021
MaanshrayUppal_, It's a good movie,"With a great list of successful movies, marvels has created bigger expectations. As always - good movie, eagerly waiting for part 2 🙃",1 October 2021
dhechendxtrtamang, Go watch it....it's epic,After Black Widow disappointed.... Shang Chi will blow ur mind... visual treat.Prefect for big screens.,25 September 2021
rishanawesome, Movie of The Year,"Shang Chi is a great movie, it features some of the best action sequences since The Winter Soldier. The actors clearly trained hard and didn't just practice boxing like most action movies do. The story has some weak points but overall, I really enjoyed this movie and give it an 8/10.",11 November 2021
mansravald, Not that good imo.,I thought the whole story was boring and the main characters were too. The CGI wasn't spot on and the jokes were so dull. Among the worse movies in the MCU..,4 January 2022
debattagiri, Promote WOKE culture.,"The Visual effects is great. The problem is with the whole story. The first half was pretty boring. They same typical storyline of women victimhood. Where city people are regressive, where else people from the village are so progressive. Woke 101.Some of the storyline are quite similar to Iron man. Where father plays the important role.But special effects are really good.There is a big surprise towards the end.",6 September 2021
exodemoski," Not bad, but not fantastic","Although it's filled with great fight sequences, charismatic acting, and a fantastic latter half, Shang-Chi fails to live up to MCU's more exciting and numerous predecessors.",10 March 2022
jjisles, I'm sorry but I just don't understand the massive hype around this film,"I walked into this film excited but slightly keeping my expectations at bay, and I walked out slightly disappointed.This movie isn't necessarily bad however, I did quite enjoy it. The action choreography blew me away (bus fight scene was amazing), visuals were probably the most stunning we've ever seen in the MCU, some performances were great and characters were written well (mainly Wenwu), and the cultural appreciation in this film really makes it shine (just like Black Panther). It also introduced us to a new corner in the MCU just like Black Panther and GOTG did and I can't wait for it to be used in future films. I did appreciate that it was at least trying to stray away from the typical Marvel formula by incorporating more emotional weight during the third act climaxHowever, I had a couple issues as well. There was just some characters that I did not care for (mainly Awkwafinia's) and were written quite poorly. The film's pacing also affects it quite a bit as it moves quite slow up until the bus fight, then moves quite rapidly, and slows down when the enter the Ten Rings compound for a needlessly boring exposition scene. The second act of this film was also pretty bad and it had everything that I hate about the current MCU films/tv series. Tons of exposition that could've been explained in a more entertaining way, unnecessary jokes and scenes, and just a slog to get through. I also felt the climax dragged on quite a bit and overall, fell into the usual Marvel formula of a massive CGI fight for the third act which is so overused and boring by nowOverall, I did enjoy my time and found a lot of things to like about it, but unfortunately, just like Black Panther, this film is getting a lot of overrated praise that I think it doesn't deserve.Verdict = 7/10 (better than Black Widow at least)",5 September 2021
rimaoja, Somthing different from marvel,"Yeah, in the history of marvel no other movie is like Shang chi ...... New concept and new characters and new type of story. That's why I give 2 star.But wait, you gonna disappointe with storyline. Like, story can't attach us like other marvel movie. I gonna reduce 2 star for it.But wait, don't worry. The action scene, visual efects, direction is just awesome..... Too good. Thats why I give 2 stars.Acting. You can't find a single mistake in acting. All of them done their job very well. That's why I will give more 2 stars.The most important thing is emotion. We all know marvel characters are fictional. But we all know how much we have emotional attachment to them. But in this movie this is a weack point. You can't get emotionally attached with the character easily. 1 star is reduce bcz of it.And 1 star added for bieng a marvel fan.",5 September 2021
